"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","geneid"
1.24788089885175e-56,1.42620819029243,0.792,0.309,3.78669458756563e-52,"PDIA3","ENSG00000167004"
9.30653680818297e-57,1.44131602923324,0.771,0.279,2.82406859444312e-52,"NAP1L1","ENSG00000187109"
8.69794113196211e-57,1.39677265955266,0.852,0.346,2.6393902364939e-52,"PFN1","ENSG00000108518"
8.67437335423169e-57,1.40020152077317,0.741,0.245,2.63223859434161e-52,"HSPA5","ENSG00000044574"
4.35900941207588e-57,1.86781065993996,0.622,0.167,1.32274140609442e-52,"DBI","ENSG00000155368"
2.57307838919544e-57,2.28464489258999,0.546,0.119,7.80800637201357e-53,"PGAM1","ENSG00000171314"
2.42072570504696e-57,1.80705662886087,0.619,0.163,7.34569215196501e-53,"CDO1","ENSG00000129596"
2.06085845886546e-57,1.86291398313791,0.606,0.152,6.25367499342722e-53,"CRIP2","ENSG00000182809"
1.83731725537607e-57,1.02360713425974,0.978,0.508,5.57533921143867e-53,"RPS27","ENSG00000177954"
1.71749872481694e-57,1.60744928053481,0.674,0.2,5.211749880457e-53,"NEDD8","ENSG00000129559"
1.26119844698963e-57,1.16549565955162,0.951,0.497,3.82710668739002e-53,"RPL6","ENSG00000089009"
6.87113802793762e-58,1.02915387522881,0.964,0.465,2.08504683457767e-53,"RPL39","ENSG00000198918"
5.2389540584999e-58,1.03226064696414,0.965,0.482,1.5897606090518e-53,"RPL18A","ENSG00000105640"
5.12291323403499e-58,1.07361517432146,0.952,0.463,1.55454802086792e-53,"RPS15A","ENSG00000134419"
4.24696473598801e-58,1.21453188845022,0.945,0.474,1.28874144913556e-53,"RPL24","ENSG00000114391"
4.1623029011004e-58,1.14205048577938,0.962,0.505,1.26305081533892e-53,"RPL9","ENSG00000163682"
3.99901132658657e-58,2.48399300062807,0.521,0.098,1.21349998705269e-53,"PRDX4","ENSG00000123131"
5.57288989625444e-59,2.68093653090568,0.52,0.106,1.69109343901841e-54,"CXCL3","ENSG00000163734"
4.95237202612371e-59,1.1659188802391,0.955,0.489,1.50279729132724e-54,"RPL35","ENSG00000136942"
4.31609279894644e-59,1.53884198392139,0.682,0.191,1.3097183598403e-54,"PRSS23","ENSG00000150687"
3.09863836048923e-59,1.35662673634717,0.726,0.226,9.40281810490456e-55,"CCN2","ENSG00000118523"
2.74375070007129e-59,1.48800857636336,0.831,0.325,8.32591149936633e-55,"NPM1","ENSG00000181163"
1.0886053966525e-59,1.13421842681995,0.965,0.508,3.30337307614201e-55,"RPS15","ENSG00000115268"
6.942888183971e-60,1.2014540711547,0.826,0.29,2.106819419426e-55,"PCOLCE","ENSG00000106333"
5.11986696949836e-60,1.12671263961244,0.948,0.522,1.55362363189428e-55,"RPS19","ENSG00000105372"
4.06636754041953e-60,1.2692281037308,0.928,0.409,1.23393923014031e-55,"NFKBIA","ENSG00000100906"
3.02177381681291e-60,1.50965556395621,0.835,0.346,9.16957264711879e-56,"CHCHD2","ENSG00000106153"
2.92583013858088e-60,1.88955012780317,0.661,0.188,8.87843155552368e-56,"POMP","ENSG00000132963"
2.49104491449521e-60,1.5079981132547,0.722,0.223,7.55907579303573e-56,"HERPUD1","ENSG00000051108"
